DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
IT-1021,Smart UPS,Aruba,Model-Y3,v2.5,2022-05-15,Zone-3,VLAN-10,WeakPassword,WEP,"80",None,High,Warning,VulnerableFirmware
IT-1022,Conference Room Hub,Aruba,Model-Y61,v4.7,2022-05-15,Zone-3,VLAN-10,WeakPassword,WEP,"80",None,High,Warning,VulnerableFirmware
IT-1023,Network Switch,Dell,Model-Z86,v3.0,2022-05-15,Zone-3,VLAN-10,WeakPassword,WEP,"80",None,High,Warning,VulnerableFirmware
IT-1024,Wifi Access Point,Dell,Model-Y63,v3.2,2022-05-15,Zone-3,VLAN-10,WeakPassword,WEP,"80",None,High,Warning,VulnerableFirmware
IT-1025,Network Switch,Dell,Model-Y60,v0.8,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1026,Network Switch,Cisco,Model-Y89,v3.4,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1027,Server Rack,Aruba,Model-X98,v2.0,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1028,Conference Room Hub,Dell,Model-Y94,v2.1,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1029,Network Switch,Aruba,Model-Z52,v3.1,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1030,Server Rack,Dell,Model-Z18,v0.1,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1031,Conference Room Hub,Aruba,Model-Z24,v4.7,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1032,Conference Room Hub,Dell,Model-Z20,v1.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1033,Wifi Access Point,Dell,Model-Y45,v1.6,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1034,Network Switch,Aruba,Model-Y78,v1.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1035,Smart UPS,APC,Model-Z29,v2.7,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1036,Network Switch,Dell,Model-X71,v1.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1037,Server Rack,Aruba,Model-X31,v2.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1038,Conference Room Hub,APC,Model-Z46,v1.6,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1039,Wifi Access Point,Aruba,Model-Y54,v4.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1040,Conference Room Hub,APC,Model-X72,v2.7,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1041,Server Rack,Aruba,Model-X38,v1.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1042,Wifi Access Point,Aruba,Model-Y24,v4.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1043,Server Rack,Dell,Model-X48,v0.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1044,Server Rack,APC,Model-Y34,v0.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1045,Conference Room Hub,Aruba,Model-Z0,v3.7,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1046,Wifi Access Point,Cisco,Model-X3,v2.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1047,Network Switch,Cisco,Model-Z28,v4.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1048,Server Rack,Dell,Model-X64,v2.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1049,Network Switch,Aruba,Model-Z51,v0.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
