DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
RET-1014,Digital Signage,Zebra,Model-X59,v3.3,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1015,POS Terminal,Zebra,Model-Z54,v2.0,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1016,Self-Checkout Kiosk,Zebra,Model-Y53,v0.7,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1017,Self-Checkout Kiosk,Zebra,Model-Z90,v3.3,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1018,Inventory Scanner,Zebra,Model-Z23,v2.0,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1019,Smart Shelf,Zebra,Model-X69,v2.9,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1020,POS Terminal,Toshiba,Model-X72,v2.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1021,POS Terminal,Zebra,Model-X82,v3.8,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1022,Smart Shelf,Zebra,Model-Z88,v0.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1023,Digital Signage,Verifone,Model-Z54,v3.8,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1024,Digital Signage,Samsung,Model-Y36,v1.3,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1025,POS Terminal,Verifone,Model-X10,v2.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1026,Inventory Scanner,Verifone,Model-X70,v4.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1027,Inventory Scanner,Verifone,Model-Z33,v3.1,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1028,Smart Shelf,Verifone,Model-Z23,v4.4,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1029,Digital Signage,Verifone,Model-X52,v2.3,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1030,Smart Shelf,Toshiba,Model-Y75,v0.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1031,Smart Shelf,Samsung,Model-Z84,v2.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1032,Inventory Scanner,Verifone,Model-Z35,v2.1,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1033,Inventory Scanner,Zebra,Model-X71,v1.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1034,Digital Signage,Zebra,Model-X13,v4.7,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1035,Digital Signage,Samsung,Model-Y33,v1.3,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1036,POS Terminal,Samsung,Model-X92,v3.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1037,Self-Checkout Kiosk,Zebra,Model-X50,v4.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1038,POS Terminal,Samsung,Model-X72,v0.9,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1039,Inventory Scanner,Samsung,Model-Y36,v4.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1040,Digital Signage,Verifone,Model-Z88,v0.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1041,Smart Shelf,Verifone,Model-Y93,v3.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1042,POS Terminal,Verifone,Model-Z0,v4.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1043,Self-Checkout Kiosk,Verifone,Model-Z82,v3.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1044,Smart Shelf,Verifone,Model-X61,v3.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1045,Inventory Scanner,Toshiba,Model-X30,v1.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1046,Inventory Scanner,Toshiba,Model-X43,v4.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1047,POS Terminal,Zebra,Model-Y34,v1.9,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1048,Digital Signage,Verifone,Model-X37,v3.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
RET-1049,POS Terminal,Toshiba,Model-Y23,v2.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
